epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
132,940.928,1.72138,0.37843,2.03251,1.66582,0.17608,0.05556,0.06624,0.01445,0.00739,0.36111,0.0092,0.00164,2.78994,0.67797,3.30327,2.71889,0.0007031,0.0007031,0.0007031
133,948.343,1.84666,0.37496,2.07468,1.78152,0.17608,0.05556,0.06624,0.01445,0.00739,0.36111,0.0092,0.00164,2.78994,0.67797,3.30327,2.71889,0.0006932,0.0006932,0.0006932
134,956.061,1.99522,0.42726,2.33776,1.89198,0.17608,0.05556,0.06624,0.01445,0.00739,0.36111,0.0092,0.00164,2.78994,0.67797,3.30327,2.71889,0.0006833,0.0006833,0.0006833
135,964.737,1.89236,0.36915,2.15823,1.80771,0.03954,0.19444,0.03195,0.00804,0.005,0.25,0.0054,0.00116,2.73531,0.69489,3.14797,2.68284,0.0006734,0.0006734,0.0006734
136,972.081,1.85954,0.46022,2.13687,1.83179,0.03954,0.19444,0.03195,0.00804,0.005,0.25,0.0054,0.00116,2.73531,0.69489,3.14797,2.68284,0.0006635,0.0006635,0.0006635
137,979.426,1.80575,0.40528,2.04501,1.68761,0.03954,0.19444,0.03195,0.00804,0.005,0.25,0.0054,0.00116,2.73531,0.69489,3.14797,2.68284,0.0006536,0.0006536,0.0006536
138,986.872,1.78745,0.38435,2.05414,1.73776,0.03954,0.19444,0.03195,0.00804,0.005,0.25,0.0054,0.00116,2.73531,0.69489,3.14797,2.68284,0.0006437,0.0006437,0.0006437
139,995.837,1.74726,0.40752,2.06612,1.69315,0.01278,0.63889,0.02165,0.00609,0.005,0.25,0.00505,0.00117,2.73245,0.68156,3.19356,2.66213,0.0006338,0.0006338,0.0006338
140,1003.41,1.72546,0.36655,2.00147,1.75696,0.01278,0.63889,0.02165,0.00609,0.005,0.25,0.00505,0.00117,2.73245,0.68156,3.19356,2.66213,0.0006239,0.0006239,0.0006239
141,1011.69,1.84975,0.43572,2.15178,1.86788,0.01278,0.63889,0.02165,0.00609,0.005,0.25,0.00505,0.00117,2.73245,0.68156,3.19356,2.66213,0.000614,0.000614,0.000614
142,1020.88,1.93024,0.40239,2.12836,1.89697,0.01295,0.63889,0.02383,0.00633,0.00667,0.33333,0.00887,0.00168,2.74787,0.6754,3.20895,2.63951,0.0006041,0.0006041,0.0006041
143,1028.41,1.93816,0.51939,2.17595,1.83222,0.01295,0.63889,0.02383,0.00633,0.00667,0.33333,0.00887,0.00168,2.74787,0.6754,3.20895,2.63951,0.0005942,0.0005942,0.0005942
144,1035.56,1.73261,0.45643,2.11798,1.74771,0.01295,0.63889,0.02383,0.00633,0.00667,0.33333,0.00887,0.00168,2.74787,0.6754,3.20895,2.63951,0.0005843,0.0005843,0.0005843
145,1043.41,1.54595,0.30266,1.80567,1.57925,0.01295,0.63889,0.02383,0.00633,0.00667,0.33333,0.00887,0.00168,2.74787,0.6754,3.20895,2.63951,0.0005744,0.0005744,0.0005744
146,1052.26,1.76078,0.40774,2.03301,1.68068,0.01289,0.63889,0.03492,0.00704,0.00785,0.38889,0.02065,0.00367,2.77577,0.69096,3.22216,2.66005,0.0005645,0.0005645,0.0005645
147,1059.6,1.72858,0.38004,2.06291,1.72176,0.01289,0.63889,0.03492,0.00704,0.00785,0.38889,0.02065,0.00367,2.77577,0.69096,3.22216,2.66005,0.0005546,0.0005546,0.0005546
148,1066.6,1.63884,0.37775,1.83719,1.64345,0.01289,0.63889,0.03492,0.00704,0.00785,0.38889,0.02065,0.00367,2.77577,0.69096,3.22216,2.66005,0.0005447,0.0005447,0.0005447
149,1074.15,1.76905,0.42374,2.07992,1.80475,0.01289,0.63889,0.03492,0.00704,0.00785,0.38889,0.02065,0.00367,2.77577,0.69096,3.22216,2.66005,0.0005348,0.0005348,0.0005348
150,1083.05,1.69777,0.3666,1.94779,1.72542,0.04361,0.16667,0.03684,0.00907,0.02908,0.11111,0.01822,0.00354,2.76088,0.6584,3.32111,2.66268,0.0005249,0.0005249,0.0005249
151,1090.85,1.72785,0.35888,1.91443,1.73091,0.04361,0.16667,0.03684,0.00907,0.02908,0.11111,0.01822,0.00354,2.76088,0.6584,3.32111,2.66268,0.000515,0.000515,0.000515
152,1097.75,1.54541,0.32594,1.7787,1.61967,0.04361,0.16667,0.03684,0.00907,0.02908,0.11111,0.01822,0.00354,2.76088,0.6584,3.32111,2.66268,0.0005051,0.0005051,0.0005051
153,1107.26,1.8236,0.43694,2.141,1.86655,0.12186,0.02778,0.04261,0.00952,0.00626,0.30556,0.00705,0.00154,2.7271,0.63698,3.4758,2.61317,0.0004952,0.0004952,0.0004952
154,1115.26,1.81232,0.38348,2.00583,1.83649,0.12186,0.02778,0.04261,0.00952,0.00626,0.30556,0.00705,0.00154,2.7271,0.63698,3.4758,2.61317,0.0004853,0.0004853,0.0004853
155,1122.5,1.72214,0.38909,1.94826,1.68237,0.12186,0.02778,0.04261,0.00952,0.00626,0.30556,0.00705,0.00154,2.7271,0.63698,3.4758,2.61317,0.0004754,0.0004754,0.0004754
156,1130.13,1.77145,0.37164,2.02864,1.82873,0.12186,0.02778,0.04261,0.00952,0.00626,0.30556,0.00705,0.00154,2.7271,0.63698,3.4758,2.61317,0.0004655,0.0004655,0.0004655
157,1138.41,1.73885,0.37546,1.8338,1.74791,0.13855,0.04953,0.04515,0.01102,0.00444,0.22222,0.00358,0.00118,2.73926,0.65089,3.32215,2.66203,0.0004556,0.0004556,0.0004556
158,1145.6,1.73349,0.40707,1.83408,1.70596,0.13855,0.04953,0.04515,0.01102,0.00444,0.22222,0.00358,0.00118,2.73926,0.65089,3.32215,2.66203,0.0004457,0.0004457,0.0004457
159,1153.29,1.91636,0.3864,2.10061,1.87059,0.13855,0.04953,0.04515,0.01102,0.00444,0.22222,0.00358,0.00118,2.73926,0.65089,3.32215,2.66203,0.0004358,0.0004358,0.0004358
160,1162.69,1.82327,0.43989,2.0441,1.76742,0.09728,0.11111,0.0461,0.01102,0.00556,0.27778,0.00909,0.00182,2.72943,0.64514,3.18048,2.67387,0.0004259,0.0004259,0.0004259
161,1170.12,1.7847,0.42345,1.99525,1.80727,0.09728,0.11111,0.0461,0.01102,0.00556,0.27778,0.00909,0.00182,2.72943,0.64514,3.18048,2.67387,0.000416,0.000416,0.000416
162,1176.96,1.67655,0.35166,1.91642,1.73574,0.09728,0.11111,0.0461,0.01102,0.00556,0.27778,0.00909,0.00182,2.72943,0.64514,3.18048,2.67387,0.0004061,0.0004061,0.0004061
163,1184.16,1.88194,0.36826,1.97311,1.83168,0.09728,0.11111,0.0461,0.01102,0.00556,0.27778,0.00909,0.00182,2.72943,0.64514,3.18048,2.67387,0.0003962,0.0003962,0.0003962
164,1193.84,1.67533,0.34896,1.9454,1.67135,0.08625,0.08333,0.04564,0.01199,0.00587,0.27778,0.00896,0.00152,2.73934,0.6214,3.15199,2.71478,0.0003863,0.0003863,0.0003863
165,1201.24,1.8165,0.47324,1.90792,1.73235,0.08625,0.08333,0.04564,0.01199,0.00587,0.27778,0.00896,0.00152,2.73934,0.6214,3.15199,2.71478,0.0003764,0.0003764,0.0003764
166,1208.62,1.89795,0.39353,2.00257,1.85667,0.08625,0.08333,0.04564,0.01199,0.00587,0.27778,0.00896,0.00152,2.73934,0.6214,3.15199,2.71478,0.0003665,0.0003665,0.0003665
167,1218.18,1.75197,0.37012,1.89305,1.68908,0.14406,0.08333,0.0614,0.016,0.00674,0.33333,0.00942,0.00218,2.73109,0.59489,3.0996,2.69436,0.0003566,0.0003566,0.0003566
168,1225.53,1.77239,0.34795,1.83021,1.80617,0.14406,0.08333,0.0614,0.016,0.00674,0.33333,0.00942,0.00218,2.73109,0.59489,3.0996,2.69436,0.0003467,0.0003467,0.0003467
169,1232.73,1.58162,0.31591,1.82959,1.62097,0.14406,0.08333,0.0614,0.016,0.00674,0.33333,0.00942,0.00218,2.73109,0.59489,3.0996,2.69436,0.0003368,0.0003368,0.0003368
170,1240.48,1.84014,0.38088,1.90711,1.84339,0.14406,0.08333,0.0614,0.016,0.00674,0.33333,0.00942,0.00218,2.73109,0.59489,3.0996,2.69436,0.0003269,0.0003269,0.0003269
171,1249.5,1.9523,0.50292,2.18456,1.91732,0.23307,0.08333,0.07271,0.01917,0.08521,0.08333,0.02279,0.00338,2.70226,0.59433,3.12058,2.68023,0.000317,0.000317,0.000317
172,1257,1.71572,0.36584,1.93414,1.78233,0.23307,0.08333,0.07271,0.01917,0.08521,0.08333,0.02279,0.00338,2.70226,0.59433,3.12058,2.68023,0.0003071,0.0003071,0.0003071
173,1263.98,1.57202,0.33948,1.73235,1.60936,0.23307,0.08333,0.07271,0.01917,0.08521,0.08333,0.02279,0.00338,2.70226,0.59433,3.12058,2.68023,0.0002972,0.0002972,0.0002972
174,1273.45,1.70074,0.37282,1.9566,1.74565,0.34436,0.08333,0.06742,0.01842,0.23329,0.05556,0.03594,0.00482,2.73339,0.5949,3.04716,2.68277,0.0002873,0.0002873,0.0002873
175,1281.17,1.73806,0.34665,1.8788,1.79321,0.34436,0.08333,0.06742,0.01842,0.23329,0.05556,0.03594,0.00482,2.73339,0.5949,3.04716,2.68277,0.0002774,0.0002774,0.0002774
176,1288.44,1.63063,0.38136,1.81393,1.69974,0.34436,0.08333,0.06742,0.01842,0.23329,0.05556,0.03594,0.00482,2.73339,0.5949,3.04716,2.68277,0.0002675,0.0002675,0.0002675
177,1296.62,1.65697,0.45341,1.91307,1.69251,0.34436,0.08333,0.06742,0.01842,0.23329,0.05556,0.03594,0.00482,2.73339,0.5949,3.04716,2.68277,0.0002576,0.0002576,0.0002576
178,1305.05,1.57597,0.34284,1.73935,1.60228,0.35825,0.08333,0.08536,0.02845,0.29942,0.05556,0.05207,0.00647,2.72438,0.64864,2.95758,2.64937,0.0002477,0.0002477,0.0002477
179,1311.9,1.61513,0.33491,1.80937,1.6722,0.35825,0.08333,0.08536,0.02845,0.29942,0.05556,0.05207,0.00647,2.72438,0.64864,2.95758,2.64937,0.0002378,0.0002378,0.0002378
180,1318.84,1.80373,0.41168,1.80357,1.8179,0.35825,0.08333,0.08536,0.02845,0.29942,0.05556,0.05207,0.00647,2.72438,0.64864,2.95758,2.64937,0.0002279,0.0002279,0.0002279
181,1326.32,1.70222,0.31865,1.83991,1.80881,0.35825,0.08333,0.08536,0.02845,0.29942,0.05556,0.05207,0.00647,2.72438,0.64864,2.95758,2.64937,0.000218,0.000218,0.000218
182,1336.09,1.79502,0.37993,1.88572,1.78637,0.09246,0.02778,0.06742,0.0237,0.71777,0.02778,0.03349,0.00434,2.74284,0.6011,2.98693,2.63174,0.0002081,0.0002081,0.0002081
183,1343.74,1.72641,0.35991,1.88115,1.75059,0.09246,0.02778,0.06742,0.0237,0.71777,0.02778,0.03349,0.00434,2.74284,0.6011,2.98693,2.63174,0.0001982,0.0001982,0.0001982
184,1351.24,1.67319,0.50548,2.08169,1.83875,0.09246,0.02778,0.06742,0.0237,0.71777,0.02778,0.03349,0.00434,2.74284,0.6011,2.98693,2.63174,0.0001883,0.0001883,0.0001883
185,1360.31,1.63939,0.35983,1.75249,1.62718,0.16996,0.05556,0.05762,0.01982,0.00735,0.27778,0.00888,0.00185,2.73257,0.60194,3.04669,2.59313,0.0001784,0.0001784,0.0001784
186,1367.64,1.79844,0.44932,1.97395,1.81485,0.16996,0.05556,0.05762,0.01982,0.00735,0.27778,0.00888,0.00185,2.73257,0.60194,3.04669,2.59313,0.0001685,0.0001685,0.0001685
187,1375.49,1.79172,0.34268,1.9453,1.83692,0.16996,0.05556,0.05762,0.01982,0.00735,0.27778,0.00888,0.00185,2.73257,0.60194,3.04669,2.59313,0.0001586,0.0001586,0.0001586
188,1382.44,1.75122,0.36059,1.85709,1.78457,0.16996,0.05556,0.05762,0.01982,0.00735,0.27778,0.00888,0.00185,2.73257,0.60194,3.04669,2.59313,0.0001487,0.0001487,0.0001487
189,1391.31,1.74217,0.36911,1.91949,1.83417,0.09543,0.02778,0.0541,0.01913,0.00556,0.27778,0.00695,0.00171,2.72792,0.60023,3.08496,2.5952,0.0001388,0.0001388,0.0001388
190,1398.56,1.59121,0.3231,1.81328,1.68137,0.09543,0.02778,0.0541,0.01913,0.00556,0.27778,0.00695,0.00171,2.72792,0.60023,3.08496,2.5952,0.0001289,0.0001289,0.0001289
191,1405.91,1.73879,0.42481,1.95049,1.74403,0.09543,0.02778,0.0541,0.01913,0.00556,0.27778,0.00695,0.00171,2.72792,0.60023,3.08496,2.5952,0.000119,0.000119,0.000119
192,1415.36,1.61786,0.32773,1.74309,1.78535,0.10485,0.02778,0.04381,0.01497,0.00556,0.27778,0.00688,0.0016,2.68075,0.59087,3.12703,2.58067,0.0001091,0.0001091,0.0001091
193,1423.2,1.63293,0.34206,1.86552,1.62741,0.10485,0.02778,0.04381,0.01497,0.00556,0.27778,0.00688,0.0016,2.68075,0.59087,3.12703,2.58067,9.92e-05,9.92e-05,9.92e-05
194,1430.32,1.73544,0.38931,1.94444,1.73314,0.10485,0.02778,0.04381,0.01497,0.00556,0.27778,0.00688,0.0016,2.68075,0.59087,3.12703,2.58067,8.93e-05,8.93e-05,8.93e-05
195,1437.66,1.57507,0.30404,1.81668,1.70439,0.10485,0.02778,0.04381,0.01497,0.00556,0.27778,0.00688,0.0016,2.68075,0.59087,3.12703,2.58067,7.94e-05,7.94e-05,7.94e-05
196,1447.88,1.68975,0.33169,1.82149,1.76516,0.11125,0.08333,0.0417,0.01485,0.01829,0.13889,0.01036,0.00203,2.65623,0.60926,3.12728,2.55983,6.95e-05,6.95e-05,6.95e-05
197,1455.32,1.73376,0.34915,1.80649,1.62325,0.11125,0.08333,0.0417,0.01485,0.01829,0.13889,0.01036,0.00203,2.65623,0.60926,3.12728,2.55983,5.96e-05,5.96e-05,5.96e-05
198,1464.32,1.87631,0.36383,1.88694,1.75806,0.11125,0.08333,0.0417,0.01485,0.01829,0.13889,0.01036,0.00203,2.65623,0.60926,3.12728,2.55983,4.97e-05,4.97e-05,4.97e-05
199,1473.26,1.64157,0.33722,1.75943,1.75213,0.15413,0.02778,0.04678,0.01565,0.00675,0.27778,0.00835,0.00165,2.68944,0.58209,3.14089,2.58727,3.98e-05,3.98e-05,3.98e-05
200,1480.44,1.55683,0.2874,1.6767,1.55402,0.15413,0.02778,0.04678,0.01565,0.00675,0.27778,0.00835,0.00165,2.68944,0.58209,3.14089,2.58727,2.99e-05,2.99e-05,2.99e-05
