epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,208.157,0.95118,1.32517,1.02606,0.98465,0.99801,0.995,0.72611,0.90774,0.83677,0.9884,0.00113889,0.00113889,0.00113889
34,214.441,0.94741,1.19687,1.03658,0.98465,0.99801,0.995,0.72611,0.90774,0.83677,0.9884,0.00112239,0.00112239,0.00112239
35,220.508,0.93921,1.09837,1.05007,0.99538,0.98387,0.99453,0.69708,0.99936,0.83621,1.02117,0.00110589,0.00110589,0.00110589
36,226.432,0.89764,1.24086,1.00498,0.99538,0.98387,0.99453,0.69708,0.99936,0.83621,1.02117,0.00108938,0.00108938,0.00108938
37,232.956,0.9292,1.04717,0.98237,0.99359,0.98387,0.99409,0.64166,1.16587,0.86877,1.07304,0.00107288,0.00107288,0.00107288
38,238.76,0.80507,1.02653,0.97321,0.99436,0.98387,0.99409,0.68093,1.05241,0.84881,1.02875,0.00105638,0.00105638,0.00105638
39,244.574,0.91655,1.071,1.0288,0.99436,0.98387,0.99409,0.68093,1.05241,0.84881,1.02875,0.00103987,0.00103987,0.00103987
40,250.693,0.83878,1.11704,1.00252,0.99592,0.98387,0.99409,0.69604,0.99003,0.82713,0.99878,0.00102337,0.00102337,0.00102337
41,256.444,0.88214,1.01688,0.97715,0.99592,0.98387,0.99409,0.69604,0.99003,0.82713,0.99878,0.00100687,0.00100687,0.00100687
42,262.789,0.88488,1.13884,0.96712,0.99555,0.98387,0.99409,0.71289,0.90902,0.80978,0.9698,0.000990365,0.000990365,0.000990365
43,269.259,0.93982,0.98278,1.00735,0.99241,0.98387,0.99409,0.76759,0.74963,0.77601,0.92736,0.000973861,0.000973861,0.000973861
44,274.647,0.88295,1.00671,0.97957,0.99241,0.98387,0.99409,0.76759,0.74963,0.77601,0.92736,0.000957358,0.000957358,0.000957358
45,280.888,0.97832,1.36102,1.04089,0.99065,0.98533,0.995,0.78191,0.74611,0.79096,0.92999,0.000940855,0.000940855,0.000940855
46,286.129,0.87833,1.04081,1.0143,0.99065,0.98533,0.995,0.78191,0.74611,0.79096,0.92999,0.000924352,0.000924352,0.000924352
47,292.13,0.91125,1.02502,1.03935,0.99028,0.98533,0.995,0.75538,0.82338,0.82369,0.95675,0.000907848,0.000907848,0.000907848
48,297.977,0.79284,0.92898,0.91984,0.99681,0.9854,0.995,0.74695,0.80446,0.7882,0.95692,0.000891345,0.000891345,0.000891345
49,303.376,0.9302,1.1102,1.05626,0.99681,0.9854,0.995,0.74695,0.80446,0.7882,0.95692,0.000874842,0.000874842,0.000874842
50,309.479,0.86492,0.98271,0.98444,0.98665,0.9984,0.995,0.77641,0.78899,0.74443,0.946,0.000858338,0.000858338,0.000858338
51,314.463,0.74457,0.98618,0.93896,0.98665,0.9984,0.995,0.77641,0.78899,0.74443,0.946,0.000841835,0.000841835,0.000841835
52,320.179,0.86773,0.91792,0.9571,0.98861,0.99815,0.995,0.7572,0.82524,0.75487,0.94541,0.000825332,0.000825332,0.000825332
53,326.142,0.77636,0.86842,0.95115,0.98951,0.9981,0.995,0.78008,0.77485,0.73886,0.92136,0.000808828,0.000808828,0.000808828
54,331.597,0.91381,0.91918,0.97236,0.98951,0.9981,0.995,0.78008,0.77485,0.73886,0.92136,0.000792325,0.000792325,0.000792325
55,337.159,0.79302,1.05156,0.94918,0.98773,0.99792,0.995,0.78972,0.76026,0.72031,0.9117,0.000775822,0.000775822,0.000775822
56,342.377,0.79602,1.14558,1.00357,0.98773,0.99792,0.995,0.78972,0.76026,0.72031,0.9117,0.000759318,0.000759318,0.000759318
57,348.068,0.85889,1.10318,1.01044,0.9883,0.99787,0.995,0.77181,0.79866,0.73409,0.91717,0.000742815,0.000742815,0.000742815
58,353.255,0.77146,0.9478,0.93013,0.9883,0.99787,0.995,0.77181,0.79866,0.73409,0.91717,0.000726312,0.000726312,0.000726312
59,358.819,0.76963,0.98418,0.94073,0.99753,0.99563,0.995,0.76126,0.80301,0.72341,0.91799,0.000709809,0.000709809,0.000709809
60,364.678,0.83667,1.05763,0.97208,0.99871,0.99948,0.995,0.77303,0.76875,0.69652,0.91265,0.000693305,0.000693305,0.000693305
61,369.741,0.77124,0.90616,0.96268,0.99871,0.99948,0.995,0.77303,0.76875,0.69652,0.91265,0.000676802,0.000676802,0.000676802
62,376.668,0.79226,0.99328,0.97757,0.99835,1,0.995,0.81299,0.69993,0.67574,0.8954,0.000660299,0.000660299,0.000660299
63,383.597,0.83152,0.89492,0.96317,0.99835,1,0.995,0.81299,0.69993,0.67574,0.8954,0.000643795,0.000643795,0.000643795
64,390.033,0.81597,0.95285,0.95313,0.99808,0.99855,0.995,0.81476,0.69126,0.67365,0.8959,0.000627292,0.000627292,0.000627292
65,396.53,0.79662,0.89472,0.97775,0.99635,0.99897,0.995,0.80798,0.70778,0.6434,0.90142,0.000610789,0.000610789,0.000610789
66,401.489,0.77932,0.99671,0.99305,0.99635,0.99897,0.995,0.80798,0.70778,0.6434,0.90142,0.000594286,0.000594286,0.000594286
67,408.386,0.76418,0.96424,0.99663,0.99188,0.99852,0.995,0.77879,0.77052,0.66164,0.91917,0.000577782,0.000577782,0.000577782
68,413.687,0.7397,0.80906,0.92799,0.99188,0.99852,0.995,0.77879,0.77052,0.66164,0.91917,0.000561279,0.000561279,0.000561279
69,420.277,0.81182,1.05833,0.97103,0.99005,0.9984,0.995,0.77921,0.76551,0.66758,0.91645,0.000544776,0.000544776,0.000544776
70,427.007,0.79887,0.92696,0.97397,0.98874,0.99828,0.995,0.79581,0.73454,0.65754,0.90635,0.000528272,0.000528272,0.000528272
71,432.067,0.73076,0.92052,0.94246,0.98874,0.99828,0.995,0.79581,0.73454,0.65754,0.90635,0.000511769,0.000511769,0.000511769
72,438.781,0.69156,0.86476,0.91586,0.99035,0.99847,0.995,0.81825,0.67923,0.63056,0.89276,0.000495266,0.000495266,0.000495266
73,444.155,0.6804,0.95292,0.90691,0.99035,0.99847,0.995,0.81825,0.67923,0.63056,0.89276,0.000478762,0.000478762,0.000478762
74,450.817,0.82622,0.98258,0.99481,0.99115,0.99855,0.995,0.81251,0.68574,0.63325,0.89366,0.000462259,0.000462259,0.000462259
75,458.812,0.79445,0.83293,0.96243,0.99215,0.99906,0.995,0.78868,0.75769,0.64012,0.91158,0.000445756,0.000445756,0.000445756
76,464.06,0.67339,0.77517,0.89089,0.99215,0.99906,0.995,0.78868,0.75769,0.64012,0.91158,0.000429253,0.000429253,0.000429253
77,470.761,0.66112,1.0339,0.90688,0.99321,0.99942,0.995,0.78523,0.78652,0.64169,0.91663,0.000412749,0.000412749,0.000412749
78,476.375,0.6521,0.74334,0.92085,0.99321,0.99942,0.995,0.78523,0.78652,0.64169,0.91663,0.000396246,0.000396246,0.000396246
79,483.005,0.64937,0.80702,0.88439,0.99448,0.99985,0.995,0.79815,0.73883,0.62688,0.89938,0.000379743,0.000379743,0.000379743
80,490.6,0.79775,1.05644,0.95279,0.99489,0.99964,0.995,0.81794,0.69827,0.61818,0.88681,0.000363239,0.000363239,0.000363239
81,495.79,0.82162,0.84043,0.96391,0.99489,0.99964,0.995,0.81794,0.69827,0.61818,0.88681,0.000346736,0.000346736,0.000346736
82,503.358,0.7363,0.93565,0.92883,0.9937,0.9994,0.995,0.81375,0.7035,0.63267,0.88534,0.000330233,0.000330233,0.000330233
83,508.804,0.62166,0.82278,0.90302,0.9937,0.9994,0.995,0.81375,0.7035,0.63267,0.88534,0.000313729,0.000313729,0.000313729
84,514.985,0.79324,1.01649,1.04666,0.99233,0.99938,0.995,0.80453,0.74319,0.64956,0.89443,0.000297226,0.000297226,0.000297226
85,522.01,0.66412,0.83817,0.89728,0.99036,0.99912,0.995,0.79862,0.75684,0.64844,0.89972,0.000280723,0.000280723,0.000280723
86,527.461,0.78113,0.9048,0.93836,0.99036,0.99912,0.995,0.79862,0.75684,0.64844,0.89972,0.00026422,0.00026422,0.00026422
87,535.134,0.77461,0.8787,0.96694,0.99096,0.99904,0.995,0.80526,0.7198,0.63165,0.89287,0.000247716,0.000247716,0.000247716
88,540.705,0.70038,0.77568,0.91365,0.99096,0.99904,0.995,0.80526,0.7198,0.63165,0.89287,0.000231213,0.000231213,0.000231213
89,547.777,0.69261,0.8538,0.93581,0.99173,0.99928,0.995,0.82791,0.66207,0.61226,0.88113,0.00021471,0.00021471,0.00021471
90,552.936,0.73652,0.79687,0.9757,0.99173,0.99928,0.995,0.82791,0.66207,0.61226,0.88113,0.000198206,0.000198206,0.000198206
91,560.418,0.71709,1.19597,0.91562,0.99366,0.99956,0.995,0.83819,0.61094,0.59357,0.86897,0.000181703,0.000181703,0.000181703
92,566.698,0.66382,0.88529,0.95579,0.99493,1,0.995,0.8473,0.5858,0.58459,0.86326,0.0001652,0.0001652,0.0001652
93,571.725,0.66802,0.84403,0.9229,0.99493,1,0.995,0.8473,0.5858,0.58459,0.86326,0.000148696,0.000148696,0.000148696
94,578.283,0.74581,0.84591,0.96254,0.99572,1,0.995,0.84307,0.58954,0.58455,0.86305,0.000132193,0.000132193,0.000132193
95,583.141,0.63707,0.83647,0.91268,0.99572,1,0.995,0.84307,0.58954,0.58455,0.86305,0.00011569,0.00011569,0.00011569
96,588.746,0.6404,0.87251,0.89579,0.99599,1,0.995,0.83376,0.60945,0.58863,0.86662,9.91865e-05,9.91865e-05,9.91865e-05
97,594.902,0.61382,0.97863,0.90653,0.99714,1,0.995,0.81859,0.63942,0.58647,0.87311,8.26832e-05,8.26832e-05,8.26832e-05
98,599.674,0.68059,0.86023,0.91084,0.99714,1,0.995,0.81859,0.63942,0.58647,0.87311,6.61799e-05,6.61799e-05,6.61799e-05
99,606.242,0.63719,0.88759,0.92433,0.99706,1,0.995,0.81338,0.66198,0.5923,0.87631,4.96766e-05,4.96766e-05,4.96766e-05
100,610.934,0.64204,1.06447,0.95168,0.99706,1,0.995,0.81338,0.66198,0.5923,0.87631,3.31733e-05,3.31733e-05,3.31733e-05
