epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,279.584,0.84484,0.76253,1.06569,0.99547,1,0.995,0.78323,0.74457,0.4449,0.9143,0.00159549,0.00159549,0.00159549
15,297.761,0.84012,0.7719,1.04223,0.99761,0.99173,0.995,0.79796,0.69803,0.4143,0.91437,0.00158998,0.00158998,0.00158998
16,316.401,0.85386,0.80842,1.04837,0.97717,0.98553,0.995,0.86311,0.60271,0.46869,0.87293,0.00158448,0.00158448,0.00158448
17,333.923,0.88446,0.94296,1.09715,0.97777,0.99902,0.99453,0.76276,0.75574,0.46739,0.94095,0.00157898,0.00157898,0.00157898
18,353.782,0.83356,0.76519,1.04763,0.99299,0.98387,0.99453,0.80136,0.69052,0.47203,0.89678,0.00157348,0.00157348,0.00157348
19,374.36,0.83093,0.8179,1.06679,0.99136,0.98387,0.99453,0.7886,0.74412,0.46035,0.91671,0.00156798,0.00156798,0.00156798
20,394.237,0.83135,0.7116,1.03228,0.97584,0.99849,0.99453,0.84356,0.63015,0.44482,0.88145,0.00156248,0.00156248,0.00156248
21,415.145,0.83036,0.76111,1.0607,0.99658,1,0.995,0.78352,0.71828,0.43045,0.91145,0.00155698,0.00155698,0.00155698
22,436.149,0.74493,0.66356,1.00006,0.99311,1,0.995,0.81922,0.69731,0.42495,0.89904,0.00155148,0.00155148,0.00155148
23,457.44,0.8569,0.76168,1.09223,0.99678,1,0.995,0.81055,0.70242,0.41776,0.90998,0.00154598,0.00154598,0.00154598
24,478,0.7765,0.71277,1.06747,0.99639,1,0.995,0.79377,0.73156,0.46017,0.92742,0.00154047,0.00154047,0.00154047
25,497.062,0.78799,0.69781,1.01401,0.99653,0.96774,0.99406,0.77336,0.82477,0.45928,0.95454,0.00153497,0.00153497,0.00153497
26,515.908,0.80136,0.68471,1.03507,0.9962,0.96774,0.9913,0.84472,0.65602,0.43458,0.88377,0.00152947,0.00152947,0.00152947
27,535.247,0.84705,0.74907,1.04446,0.98588,0.99774,0.995,0.74731,0.92575,0.49211,0.95677,0.00152397,0.00152397,0.00152397
28,554.428,0.82737,0.7352,1.03293,0.99233,0.99871,0.995,0.83702,0.65854,0.44693,0.87922,0.00151847,0.00151847,0.00151847
29,574.939,0.80436,0.67921,1.01751,0.99688,1,0.995,0.74282,0.91491,0.4462,0.96638,0.00151297,0.00151297,0.00151297
30,593.763,0.83472,0.69355,1.06277,0.99181,0.99906,0.995,0.81563,0.67329,0.40704,0.90301,0.00150747,0.00150747,0.00150747
31,612.849,0.7306,0.63905,0.96878,0.98767,0.98387,0.99453,0.77777,0.81686,0.45554,0.94042,0.00150197,0.00150197,0.00150197
32,632.128,0.77914,0.72132,1.03102,0.99508,0.99694,0.995,0.78896,0.71742,0.40238,0.91054,0.00149647,0.00149647,0.00149647
33,650.214,0.74868,0.67448,1.0068,0.99496,1,0.995,0.7581,0.7638,0.4379,0.93038,0.00149096,0.00149096,0.00149096
34,668.704,0.74511,0.72112,1.04302,0.99609,1,0.995,0.79531,0.67193,0.40495,0.89823,0.00148546,0.00148546,0.00148546
35,686.02,0.71583,0.67719,1.00198,0.99719,1,0.995,0.78395,0.70062,0.40122,0.91315,0.00147996,0.00147996,0.00147996
36,703.596,0.79746,0.70366,1.02088,0.99338,1,0.995,0.80778,0.70211,0.43522,0.8885,0.00147446,0.00147446,0.00147446
37,721.357,0.79481,0.67686,1.03049,0.99329,1,0.995,0.83017,0.68651,0.38276,0.88136,0.00146896,0.00146896,0.00146896
38,739.126,0.81525,0.65612,1.02688,0.99658,1,0.995,0.86461,0.58338,0.3838,0.85701,0.00146346,0.00146346,0.00146346
39,756.849,0.74412,0.64816,0.9844,0.99792,1,0.995,0.79742,0.77783,0.40236,0.91767,0.00145796,0.00145796,0.00145796
40,775.745,0.80686,0.67874,1.03004,0.99469,0.99882,0.995,0.79911,0.71663,0.38736,0.90413,0.00145246,0.00145246,0.00145246
41,792.307,0.76833,0.63017,0.98491,0.98712,0.99845,0.995,0.82971,0.60503,0.40268,0.86718,0.00144696,0.00144696,0.00144696
42,811.119,0.81125,0.69895,1.02697,0.98734,0.99856,0.995,0.74643,0.87854,0.46843,0.95801,0.00144145,0.00144145,0.00144145
43,828.724,0.71687,0.62429,1.01084,0.99731,1,0.995,0.81734,0.6531,0.38965,0.88811,0.00143595,0.00143595,0.00143595
44,846.495,0.72388,0.67827,0.98247,0.99518,1,0.995,0.80441,0.67164,0.39158,0.89415,0.00143045,0.00143045,0.00143045
45,864.319,0.7185,0.66982,0.98098,0.99666,1,0.995,0.83169,0.66794,0.39457,0.88438,0.00142495,0.00142495,0.00142495
46,882.466,0.69924,0.65074,0.95651,0.99626,1,0.995,0.85644,0.57608,0.36317,0.86318,0.00141945,0.00141945,0.00141945
47,897.33,0.7197,0.61562,0.97736,0.99478,1,0.995,0.82427,0.69611,0.36445,0.88605,0.00141395,0.00141395,0.00141395
48,914.091,0.69003,0.60104,0.99232,0.99819,1,0.995,0.85523,0.57375,0.33996,0.85989,0.00140845,0.00140845,0.00140845
49,930.989,0.6602,0.5865,0.96107,0.9981,1,0.995,0.8531,0.58131,0.3362,0.85769,0.00140295,0.00140295,0.00140295
50,947.257,0.69566,0.6446,0.99478,0.99608,1,0.995,0.82584,0.65296,0.35727,0.87619,0.00139745,0.00139745,0.00139745
51,963.365,0.71722,0.61507,0.95999,0.99746,0.9998,0.995,0.85058,0.56563,0.35733,0.85805,0.00139195,0.00139195,0.00139195
52,980.072,0.74662,0.62336,1.0179,0.99738,1,0.995,0.81307,0.70191,0.38013,0.89029,0.00138644,0.00138644,0.00138644
53,995.891,0.69225,0.63534,0.95127,0.99547,1,0.995,0.85474,0.58016,0.35689,0.85184,0.00138094,0.00138094,0.00138094
54,1012,0.71535,0.6337,0.97576,0.99746,1,0.995,0.8348,0.61638,0.35966,0.86472,0.00137544,0.00137544,0.00137544
55,1027.69,0.68401,0.61206,1.00367,0.99371,0.99907,0.995,0.86458,0.55022,0.34558,0.86135,0.00136994,0.00136994,0.00136994
56,1044.62,0.68316,0.61646,0.9592,0.9985,0.98854,0.995,0.85794,0.56638,0.36339,0.86321,0.00136444,0.00136444,0.00136444
57,1058.74,0.68884,0.5871,0.98133,0.99792,1,0.995,0.85134,0.58836,0.34195,0.85855,0.00135894,0.00135894,0.00135894
58,1074.65,0.69406,0.63399,0.98537,0.99836,1,0.995,0.83972,0.63046,0.37068,0.87083,0.00135344,0.00135344,0.00135344
59,1089.65,0.72435,0.64704,0.99769,0.99744,1,0.995,0.83847,0.61928,0.36029,0.87299,0.00134794,0.00134794,0.00134794
60,1105.11,0.71125,0.62924,0.96678,0.9968,1,0.995,0.82056,0.63731,0.34852,0.88183,0.00134244,0.00134244,0.00134244
61,1121.03,0.69524,0.59964,0.97148,0.99626,1,0.995,0.85073,0.58808,0.34992,0.85561,0.00133693,0.00133693,0.00133693
62,1136.47,0.67908,0.59941,0.9536,0.99766,1,0.995,0.84841,0.60215,0.3556,0.85851,0.00133143,0.00133143,0.00133143
63,1153.85,0.73151,0.65352,1.02547,0.99662,1,0.995,0.80972,0.69364,0.36178,0.88664,0.00132593,0.00132593,0.00132593
64,1169.4,0.67918,0.59854,0.96052,0.99711,1,0.995,0.84869,0.60097,0.34462,0.86367,0.00132043,0.00132043,0.00132043
65,1184.14,0.68478,0.60237,0.96836,0.99805,1,0.995,0.8378,0.58508,0.32289,0.86369,0.00131493,0.00131493,0.00131493
66,1199.59,0.70196,0.5613,0.9629,0.99794,1,0.995,0.81725,0.66501,0.33805,0.89426,0.00130943,0.00130943,0.00130943
67,1214.77,0.67643,0.60731,0.9753,0.99745,1,0.995,0.8082,0.66289,0.35104,0.88572,0.00130393,0.00130393,0.00130393
68,1229.75,0.68089,0.64692,0.95067,0.99669,1,0.995,0.78409,0.76569,0.36343,0.90827,0.00129843,0.00129843,0.00129843
69,1244.61,0.67771,0.62157,0.9646,0.99725,1,0.995,0.82484,0.61253,0.34816,0.87665,0.00129293,0.00129293,0.00129293
70,1259.87,0.69046,0.62536,0.99385,0.99752,1,0.995,0.80276,0.75276,0.38773,0.89654,0.00128742,0.00128742,0.00128742
71,1274.96,0.68082,0.59128,0.98512,0.99228,0.9985,0.995,0.83528,0.63229,0.37437,0.87283,0.00128192,0.00128192,0.00128192
72,1290.77,0.70344,0.63934,0.96883,0.99168,0.99807,0.995,0.86754,0.52381,0.34981,0.84404,0.00127642,0.00127642,0.00127642
73,1306.27,0.66312,0.5512,0.96189,0.99776,0.99991,0.995,0.85537,0.53714,0.33915,0.84426,0.00127092,0.00127092,0.00127092
74,1320.82,0.70085,0.63927,0.98985,0.99695,0.99883,0.995,0.86081,0.56842,0.33452,0.85496,0.00126542,0.00126542,0.00126542
75,1335.19,0.67997,0.6032,0.95491,0.9939,0.99857,0.995,0.8369,0.59627,0.36257,0.86572,0.00125992,0.00125992,0.00125992
76,1351.08,0.69673,0.61273,0.98558,0.9978,1,0.995,0.85058,0.58373,0.34162,0.85693,0.00125442,0.00125442,0.00125442
77,1366.43,0.62713,0.55731,0.92646,0.99649,1,0.995,0.81931,0.66444,0.34245,0.89471,0.00124892,0.00124892,0.00124892
78,1381.15,0.67129,0.57095,0.9615,0.99534,1,0.995,0.84112,0.60218,0.33141,0.87107,0.00124342,0.00124342,0.00124342
79,1395.19,0.66784,0.58008,0.95944,0.9957,1,0.995,0.85193,0.57172,0.33619,0.85125,0.00123791,0.00123791,0.00123791
80,1410.27,0.652,0.58659,0.94867,0.99613,1,0.995,0.85284,0.55479,0.32041,0.8521,0.00123241,0.00123241,0.00123241
81,1426.46,0.66857,0.56582,0.94982,0.99526,1,0.995,0.79467,0.75632,0.38969,0.89622,0.00122691,0.00122691,0.00122691
82,1442.14,0.70375,0.56257,0.94349,0.99687,1,0.995,0.83535,0.63694,0.35424,0.86415,0.00122141,0.00122141,0.00122141
83,1458,0.6651,0.63595,1.00787,0.99701,0.99008,0.995,0.85136,0.65864,0.35972,0.87774,0.00121591,0.00121591,0.00121591
84,1473.02,0.64538,0.55044,0.91672,0.99559,0.98636,0.995,0.86963,0.60792,0.37073,0.86723,0.00121041,0.00121041,0.00121041
85,1488.19,0.67565,0.58746,0.96268,0.99038,0.99859,0.995,0.8319,0.65069,0.36885,0.88094,0.00120491,0.00120491,0.00120491
86,1502.9,0.66429,0.59678,0.97572,0.98604,0.99855,0.995,0.83994,0.58995,0.34073,0.86301,0.00119941,0.00119941,0.00119941
87,1517.84,0.68919,0.58709,0.99341,0.98792,0.99511,0.995,0.83038,0.61637,0.35104,0.87807,0.00119391,0.00119391,0.00119391
88,1532.23,0.68466,0.59522,1.03033,0.99073,0.99855,0.995,0.85473,0.62691,0.33762,0.88208,0.0011884,0.0011884,0.0011884
89,1546.82,0.67668,0.61919,0.9611,0.99405,0.99908,0.995,0.82994,0.6434,0.33324,0.87935,0.0011829,0.0011829,0.0011829
90,1560.96,0.63932,0.55283,0.94848,0.9928,0.99925,0.995,0.84108,0.63261,0.35005,0.87389,0.0011774,0.0011774,0.0011774
91,1576.15,0.66116,0.57404,0.95065,0.99531,0.99979,0.995,0.83499,0.62688,0.33653,0.87668,0.0011719,0.0011719,0.0011719
92,1590.59,0.66903,0.5855,0.99853,0.99743,1,0.995,0.82336,0.6668,0.34755,0.87577,0.0011664,0.0011664,0.0011664
93,1605.41,0.64614,0.66201,0.94462,0.99674,0.99929,0.995,0.81839,0.66082,0.34844,0.87653,0.0011609,0.0011609,0.0011609
94,1619.87,0.6425,0.61292,0.93837,0.99664,0.99932,0.995,0.86187,0.53457,0.33553,0.85428,0.0011554,0.0011554,0.0011554
95,1634.82,0.66914,0.57741,0.97415,0.99719,0.99994,0.995,0.84071,0.59107,0.32266,0.8735,0.0011499,0.0011499,0.0011499
96,1648.92,0.66023,0.58828,0.94945,0.99368,0.99843,0.995,0.87228,0.5187,0.3309,0.846,0.0011444,0.0011444,0.0011444
97,1663.18,0.62769,0.58121,0.95266,0.99527,0.99915,0.995,0.83891,0.63508,0.34736,0.87158,0.00113889,0.00113889,0.00113889
98,1678.48,0.64392,0.54456,0.95737,0.99348,1,0.995,0.84845,0.59383,0.3308,0.87023,0.00113339,0.00113339,0.00113339
99,1693.43,0.64709,0.57478,0.95238,0.99401,1,0.995,0.82345,0.64859,0.35438,0.89855,0.00112789,0.00112789,0.00112789
100,1708.11,0.65804,0.58229,0.95271,0.99594,1,0.995,0.82407,0.68131,0.35016,0.88145,0.00112239,0.00112239,0.00112239
101,1722.62,0.61607,0.55959,0.93191,0.9948,1,0.995,0.79325,0.77921,0.36467,0.90133,0.00111689,0.00111689,0.00111689
102,1736.98,0.67595,0.57118,0.96051,0.9977,1,0.995,0.83717,0.62349,0.32762,0.87667,0.00111139,0.00111139,0.00111139
103,1751.72,0.66548,0.60014,0.95577,0.9964,1,0.995,0.827,0.63734,0.33756,0.88098,0.00110589,0.00110589,0.00110589
104,1765.94,0.67038,0.58562,0.97737,0.99495,1,0.995,0.80409,0.74764,0.36458,0.90397,0.00110039,0.00110039,0.00110039
105,1780.54,0.6204,0.52195,0.91521,0.99567,1,0.995,0.86072,0.55005,0.32504,0.86027,0.00109489,0.00109489,0.00109489
106,1794.85,0.63668,0.57409,0.91594,0.99738,1,0.995,0.85436,0.53596,0.30087,0.85428,0.00108938,0.00108938,0.00108938
107,1809.62,0.6416,0.5979,0.95851,0.99738,1,0.995,0.83566,0.61714,0.32535,0.86427,0.00108388,0.00108388,0.00108388
108,1824.04,0.64144,0.56697,0.95353,0.99557,1,0.995,0.87023,0.51829,0.32998,0.84654,0.00107838,0.00107838,0.00107838
109,1837.8,0.62853,0.55412,0.94466,0.99757,1,0.995,0.84735,0.59333,0.32502,0.872,0.00107288,0.00107288,0.00107288
110,1851.53,0.66804,0.56239,0.96353,0.9962,1,0.995,0.86073,0.5584,0.31369,0.85658,0.00106738,0.00106738,0.00106738
111,1865.77,0.62268,0.54225,0.95597,0.99613,1,0.995,0.84937,0.58706,0.31074,0.86162,0.00106188,0.00106188,0.00106188
112,1879.82,0.6065,0.51834,0.94471,0.99746,1,0.995,0.84019,0.59824,0.3162,0.86825,0.00105638,0.00105638,0.00105638
113,1894.17,0.63421,0.55103,0.94317,0.99667,1,0.995,0.8322,0.60589,0.30839,0.86295,0.00105088,0.00105088,0.00105088
114,1909.16,0.61211,0.56866,0.92872,0.99701,1,0.995,0.85274,0.57558,0.30563,0.85466,0.00104538,0.00104538,0.00104538
115,1924.08,0.63825,0.58326,0.93688,0.99649,1,0.995,0.83688,0.63968,0.31525,0.87273,0.00103987,0.00103987,0.00103987
116,1938.17,0.61412,0.53335,0.94128,0.99722,1,0.995,0.84166,0.59515,0.29492,0.86477,0.00103437,0.00103437,0.00103437
117,1952.42,0.62053,0.59909,0.93562,0.99791,1,0.995,0.83894,0.596,0.31354,0.86309,0.00102887,0.00102887,0.00102887
118,1966.83,0.61784,0.56339,0.93425,0.9979,1,0.995,0.85214,0.58825,0.32545,0.85135,0.00102337,0.00102337,0.00102337
119,1981.26,0.62058,0.56429,0.93421,0.99764,1,0.995,0.80517,0.72503,0.35364,0.88562,0.00101787,0.00101787,0.00101787
120,1995.69,0.60282,0.524,0.93653,0.99749,1,0.995,0.86879,0.54996,0.30833,0.85131,0.00101237,0.00101237,0.00101237
121,2009.84,0.62102,0.56101,0.94716,0.99635,1,0.995,0.83563,0.60174,0.32441,0.86693,0.00100687,0.00100687,0.00100687
122,2023.93,0.5965,0.53396,0.94352,0.99781,1,0.995,0.83454,0.59629,0.30981,0.86932,0.00100137,0.00100137,0.00100137
123,2038.27,0.6079,0.52335,0.91702,0.9952,0.99987,0.995,0.87109,0.54458,0.3134,0.85033,0.000995866,0.000995866,0.000995866
124,2053.25,0.55743,0.49868,0.91511,0.99457,0.9994,0.995,0.87709,0.52325,0.28429,0.84355,0.000990365,0.000990365,0.000990365
125,2067.61,0.589,0.55893,0.92606,0.99765,1,0.995,0.86432,0.55366,0.29836,0.85323,0.000984864,0.000984864,0.000984864
126,2081.1,0.56769,0.49213,0.93161,0.99669,1,0.995,0.87722,0.52636,0.28573,0.84301,0.000979362,0.000979362,0.000979362
127,2095.67,0.54588,0.50832,0.88795,0.99746,1,0.995,0.87188,0.54832,0.30346,0.84267,0.000973861,0.000973861,0.000973861
128,2109.57,0.63334,0.58957,0.95026,0.99794,1,0.995,0.86893,0.54209,0.29386,0.84524,0.00096836,0.00096836,0.00096836
129,2124.36,0.60368,0.56144,0.92219,0.99554,1,0.995,0.88347,0.50442,0.29458,0.83621,0.000962859,0.000962859,0.000962859
130,2138.43,0.64913,0.60579,0.94123,0.99542,1,0.995,0.89221,0.50032,0.29919,0.83467,0.000957358,0.000957358,0.000957358
131,2152.99,0.62011,0.54106,0.92242,0.99778,1,0.995,0.86167,0.53988,0.3044,0.84087,0.000951857,0.000951857,0.000951857
132,2167.16,0.61895,0.55906,0.93709,0.99658,1,0.995,0.84246,0.59224,0.31439,0.85558,0.000946356,0.000946356,0.000946356
133,2181.06,0.58941,0.5217,0.92951,0.99798,1,0.995,0.86256,0.538,0.28749,0.84434,0.000940855,0.000940855,0.000940855
134,2195.65,0.60268,0.52402,0.91395,0.9977,1,0.995,0.87603,0.53958,0.29818,0.84579,0.000935354,0.000935354,0.000935354
135,2209.87,0.59919,0.53087,0.9314,0.99805,1,0.995,0.87977,0.50001,0.29987,0.83897,0.000929853,0.000929853,0.000929853
136,2224.22,0.605,0.53694,0.9363,0.99751,1,0.995,0.86554,0.53014,0.29013,0.84116,0.000924352,0.000924352,0.000924352
137,2239.26,0.61366,0.57291,0.95571,0.99661,1,0.995,0.86079,0.55351,0.31117,0.84618,0.00091885,0.00091885,0.00091885
138,2254.3,0.59098,0.54806,0.93641,0.99704,1,0.995,0.87945,0.49961,0.2872,0.84279,0.000913349,0.000913349,0.000913349
139,2268.65,0.59073,0.57696,0.89519,0.98979,0.99855,0.995,0.86116,0.55714,0.33706,0.85207,0.000907848,0.000907848,0.000907848
140,2282.51,0.59239,0.54361,0.91118,0.99433,0.99933,0.995,0.88747,0.50296,0.29661,0.8362,0.000902347,0.000902347,0.000902347
141,2296.09,0.58912,0.49367,0.95311,0.99791,1,0.995,0.83163,0.62216,0.32098,0.86543,0.000896846,0.000896846,0.000896846
142,2310,0.59952,0.5338,0.92571,0.99601,1,0.995,0.87827,0.53548,0.31208,0.8488,0.000891345,0.000891345,0.000891345
143,2324.2,0.56927,0.47607,0.8954,0.99275,0.99817,0.995,0.87633,0.52646,0.30112,0.84257,0.000885844,0.000885844,0.000885844
144,2338.76,0.59026,0.55056,0.94494,0.99797,0.9877,0.995,0.84676,0.6013,0.31989,0.85613,0.000880343,0.000880343,0.000880343
145,2352.59,0.55599,0.52866,0.89536,0.99724,0.99924,0.995,0.86531,0.51537,0.28861,0.83739,0.000874842,0.000874842,0.000874842
146,2366.12,0.57322,0.50768,0.91804,0.99525,1,0.995,0.86196,0.54601,0.3261,0.8425,0.00086934,0.00086934,0.00086934
147,2380.47,0.57943,0.5661,0.94346,0.99446,1,0.995,0.8914,0.49609,0.29389,0.83783,0.000863839,0.000863839,0.000863839
148,2394.6,0.61475,0.5592,0.9285,0.99418,1,0.995,0.87756,0.51913,0.28406,0.84147,0.000858338,0.000858338,0.000858338
149,2408.68,0.55346,0.51273,0.92771,0.99586,1,0.995,0.86839,0.52794,0.28893,0.84324,0.000852837,0.000852837,0.000852837
150,2422.34,0.59451,0.51336,0.92102,0.99654,1,0.995,0.8773,0.53267,0.28056,0.85154,0.000847336,0.000847336,0.000847336
151,2436.54,0.55974,0.48559,0.9328,0.99674,1,0.995,0.86412,0.56209,0.29377,0.85687,0.000841835,0.000841835,0.000841835
152,2450.32,0.62238,0.53845,0.94022,0.99584,1,0.995,0.89515,0.50021,0.28159,0.84036,0.000836334,0.000836334,0.000836334
153,2463.73,0.58683,0.48959,0.89731,0.99656,1,0.995,0.82595,0.66607,0.30708,0.88066,0.000830833,0.000830833,0.000830833
154,2478.04,0.60946,0.51088,0.90686,0.99665,1,0.995,0.86431,0.53574,0.28634,0.85477,0.000825332,0.000825332,0.000825332
155,2492.4,0.5631,0.52962,0.9171,0.99753,1,0.995,0.85051,0.61959,0.30771,0.86362,0.000819831,0.000819831,0.000819831
156,2506.68,0.61638,0.53982,0.91164,0.99566,1,0.995,0.88352,0.53512,0.30019,0.84466,0.000814329,0.000814329,0.000814329
157,2520.16,0.57421,0.52015,0.90486,0.99388,1,0.995,0.88677,0.51863,0.29935,0.84373,0.000808828,0.000808828,0.000808828
158,2534.21,0.58285,0.49206,0.90503,0.9952,1,0.995,0.84299,0.58204,0.31182,0.86454,0.000803327,0.000803327,0.000803327
159,2547.84,0.57135,0.52115,0.90933,0.99675,1,0.995,0.86748,0.51903,0.28251,0.85337,0.000797826,0.000797826,0.000797826
160,2561.67,0.57953,0.55943,0.90045,0.99804,1,0.995,0.83394,0.62348,0.30935,0.87707,0.000792325,0.000792325,0.000792325
161,2575.31,0.59466,0.53476,0.91666,0.99799,1,0.995,0.86873,0.56871,0.30134,0.86237,0.000786824,0.000786824,0.000786824
162,2589.96,0.57778,0.52328,0.90931,0.99668,1,0.995,0.87704,0.53321,0.27663,0.85304,0.000781323,0.000781323,0.000781323
163,2604.13,0.55003,0.51828,0.91437,0.99673,1,0.995,0.82808,0.58948,0.30855,0.87495,0.000775822,0.000775822,0.000775822
164,2617.7,0.55591,0.47302,0.91113,0.99704,1,0.995,0.87044,0.51421,0.27037,0.85004,0.000770321,0.000770321,0.000770321
165,2631.42,0.57814,0.51542,0.94387,0.99732,1,0.995,0.87878,0.52225,0.2933,0.8526,0.00076482,0.00076482,0.00076482
166,2645.83,0.55345,0.51018,0.92369,0.99513,0.9994,0.995,0.88977,0.52623,0.28871,0.854,0.000759318,0.000759318,0.000759318
167,2659.92,0.56495,0.51214,0.91006,0.99486,0.99991,0.995,0.86268,0.54754,0.31144,0.85824,0.000753817,0.000753817,0.000753817
168,2673.52,0.56784,0.52398,0.92036,0.99564,0.99978,0.995,0.85329,0.56284,0.30216,0.85932,0.000748316,0.000748316,0.000748316
169,2687.12,0.5611,0.52771,0.90921,0.99825,1,0.995,0.85629,0.58213,0.29681,0.85618,0.000742815,0.000742815,0.000742815
170,2700.72,0.58448,0.52168,0.89929,0.99716,0.99994,0.995,0.82043,0.69104,0.3142,0.88632,0.000737314,0.000737314,0.000737314
171,2714.86,0.55002,0.52903,0.91178,0.99536,0.99922,0.995,0.86647,0.54498,0.28735,0.85788,0.000731813,0.000731813,0.000731813
172,2729.2,0.59581,0.56325,0.93856,0.99579,0.99992,0.995,0.84897,0.55956,0.28762,0.86174,0.000726312,0.000726312,0.000726312
173,2743.09,0.56614,0.52655,0.91312,0.99743,1,0.995,0.84724,0.57762,0.29189,0.85576,0.000720811,0.000720811,0.000720811
174,2756.72,0.55642,0.54493,0.91536,0.99744,1,0.995,0.87306,0.50376,0.27706,0.84169,0.00071531,0.00071531,0.00071531
175,2770.57,0.53745,0.48663,0.93616,0.99625,1,0.995,0.87648,0.52482,0.27409,0.84587,0.000709809,0.000709809,0.000709809
176,2784.8,0.55188,0.50778,0.91447,0.99638,1,0.995,0.87292,0.5196,0.27079,0.84699,0.000704307,0.000704307,0.000704307
177,2798.95,0.554,0.46398,0.90183,0.99748,1,0.995,0.86484,0.5326,0.28013,0.85962,0.000698806,0.000698806,0.000698806
178,2812.3,0.54751,0.48861,0.90767,0.99744,1,0.995,0.86198,0.54713,0.28298,0.861,0.000693305,0.000693305,0.000693305
179,2826.5,0.54445,0.55024,0.91974,0.99576,1,0.995,0.81032,0.66699,0.31209,0.88351,0.000687804,0.000687804,0.000687804
180,2840.87,0.57506,0.52258,0.91686,0.99554,0.99976,0.995,0.86897,0.53422,0.29078,0.85109,0.000682303,0.000682303,0.000682303
181,2854.62,0.52548,0.48909,0.88513,0.99811,1,0.995,0.88157,0.53205,0.2822,0.84737,0.000676802,0.000676802,0.000676802
182,2868.34,0.5466,0.51756,0.91263,0.99652,1,0.995,0.85897,0.59282,0.29981,0.85563,0.000671301,0.000671301,0.000671301
183,2881.79,0.54758,0.52922,0.88527,0.99773,1,0.995,0.84533,0.58599,0.29838,0.85722,0.0006658,0.0006658,0.0006658
184,2895.4,0.56269,0.48491,0.93278,0.99763,1,0.995,0.87928,0.53395,0.28803,0.8534,0.000660299,0.000660299,0.000660299
185,2909.16,0.55833,0.51324,0.89942,0.99498,1,0.995,0.88282,0.50996,0.28155,0.84383,0.000654798,0.000654798,0.000654798
186,2922.58,0.57174,0.50684,0.93428,0.99553,1,0.995,0.86205,0.57032,0.28021,0.85391,0.000649297,0.000649297,0.000649297
187,2936.51,0.55944,0.50651,0.91477,0.99793,1,0.995,0.86683,0.5354,0.27574,0.85378,0.000643795,0.000643795,0.000643795
188,2950.4,0.55913,0.46971,0.90215,0.99673,1,0.995,0.87866,0.5236,0.2717,0.8502,0.000638294,0.000638294,0.000638294
189,2964.46,0.53068,0.50441,0.90056,0.99713,1,0.995,0.87655,0.52689,0.27363,0.84907,0.000632793,0.000632793,0.000632793
190,2978.07,0.56433,0.48488,0.89976,0.99582,1,0.995,0.85129,0.55144,0.28283,0.86498,0.000627292,0.000627292,0.000627292
191,2992.02,0.53162,0.51277,0.91371,0.99585,1,0.995,0.85926,0.53675,0.28207,0.85878,0.000621791,0.000621791,0.000621791
192,3005.77,0.52394,0.49168,0.89819,0.99685,1,0.995,0.84194,0.58525,0.28912,0.8653,0.00061629,0.00061629,0.00061629
