epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,80.5388,1.09175,3.66456,1.07087,0.78833,0.67003,0.81416,0.59422,0.90777,1.85404,0.97305,0.00139882,0.00139882,0.00139882
15,85.859,1.19608,2.55368,1.06881,0.81525,0.69284,0.82294,0.57257,0.90002,1.954,0.97256,0.00137819,0.00137819,0.00137819
16,90.7408,1.08911,2.51354,0.99908,0.81525,0.69284,0.82294,0.57257,0.90002,1.954,0.97256,0.00135756,0.00135756,0.00135756
17,95.4515,0.99813,2.3537,0.98137,0.93527,0.88661,0.93591,0.67847,0.84933,1.59976,0.93799,0.00133693,0.00133693,0.00133693
18,100.148,1.06809,2.00156,1.0336,0.93527,0.88661,0.93591,0.67847,0.84933,1.59976,0.93799,0.0013163,0.0013163,0.0013163
19,104.939,1.05273,2.25097,1.02561,0.90827,0.86094,0.943,0.72487,0.82103,1.65593,0.93645,0.00129568,0.00129568,0.00129568
20,109.637,1.03936,1.81743,1.02642,0.90827,0.86094,0.943,0.72487,0.82103,1.65593,0.93645,0.00127505,0.00127505,0.00127505
21,115.521,1.08215,1.91529,1.05725,0.8951,0.99136,0.96748,0.77118,0.78227,1.44786,0.93422,0.00125442,0.00125442,0.00125442
22,120.645,0.91524,1.98267,0.90586,0.8951,0.99136,0.96748,0.77118,0.78227,1.44786,0.93422,0.00123379,0.00123379,0.00123379
23,126.61,0.95876,1.80865,0.95288,0.91114,0.98964,0.98554,0.77214,0.771,1.34427,0.93931,0.00121316,0.00121316,0.00121316
24,131.406,0.81678,1.69602,0.96555,0.91114,0.98964,0.98554,0.77214,0.771,1.34427,0.93931,0.00119253,0.00119253,0.00119253
25,137.407,0.94268,1.98643,0.98628,0.95549,0.94432,0.9865,0.81682,0.68984,1.31825,0.90682,0.0011719,0.0011719,0.0011719
26,143.07,0.91814,1.84737,1.00037,0.95549,0.94432,0.9865,0.81682,0.68984,1.31825,0.90682,0.00115127,0.00115127,0.00115127
27,149.281,0.92727,1.87682,0.97834,0.93847,0.97323,0.98904,0.79776,0.68618,1.19676,0.90831,0.00113064,0.00113064,0.00113064
28,154.278,0.91685,1.55973,0.9785,0.93847,0.97323,0.98904,0.79776,0.68618,1.19676,0.90831,0.00111001,0.00111001,0.00111001
29,160.566,0.89332,1.42645,0.94026,0.94302,0.92959,0.96411,0.79008,0.66324,1.2263,0.90747,0.00108938,0.00108938,0.00108938
30,165.757,0.83245,2.46288,0.94915,0.94302,0.92959,0.96411,0.79008,0.66324,1.2263,0.90747,0.00106876,0.00106876,0.00106876
31,171.722,0.70343,3.16398,0.86237,0.9526,0.9513,0.9787,0.81427,0.64231,1.17033,0.90474,0.00104813,0.00104813,0.00104813
32,176.103,0.73858,2.04329,0.89863,0.9526,0.9513,0.9787,0.81427,0.64231,1.17033,0.90474,0.0010275,0.0010275,0.0010275
33,183.587,0.82293,1.34468,0.9156,0.96188,0.9515,0.98802,0.85383,0.63138,1.15686,0.90061,0.00100687,0.00100687,0.00100687
34,188.138,0.84605,1.82981,0.99028,0.96188,0.9515,0.98802,0.85383,0.63138,1.15686,0.90061,0.000986239,0.000986239,0.000986239
35,193.726,0.80676,1.45824,0.94189,0.97812,0.96596,0.99185,0.83839,0.63537,1.0997,0.89407,0.00096561,0.00096561,0.00096561
36,198.353,0.73096,1.27253,0.91034,0.97812,0.96596,0.99185,0.83839,0.63537,1.0997,0.89407,0.000944981,0.000944981,0.000944981
37,204.202,0.69246,1.69836,0.87221,0.9886,0.96774,0.99319,0.83556,0.62136,1.03812,0.88672,0.000924352,0.000924352,0.000924352
38,209.323,0.7293,1.44772,0.88894,0.9886,0.96774,0.99319,0.83556,0.62136,1.03812,0.88672,0.000903722,0.000903722,0.000903722
39,214.646,0.69957,1.60858,0.89048,0.99393,0.96774,0.99319,0.84865,0.59113,0.96498,0.87475,0.000883093,0.000883093,0.000883093
40,219.458,0.63677,1.23565,0.86834,0.99393,0.96774,0.99319,0.84865,0.59113,0.96498,0.87475,0.000862464,0.000862464,0.000862464
41,224.94,0.7142,2.79867,0.90647,0.99726,0.97734,0.99368,0.85114,0.57892,0.94261,0.8773,0.000841835,0.000841835,0.000841835
42,229.762,0.97201,2.69219,1.02725,0.99726,0.97734,0.99368,0.85114,0.57892,0.94261,0.8773,0.000821206,0.000821206,0.000821206
43,235.182,0.71041,1.18498,0.92181,0.98127,0.9827,0.99319,0.85327,0.57061,0.95641,0.87701,0.000800577,0.000800577,0.000800577
44,239.962,0.71413,2.95421,0.88546,0.98127,0.9827,0.99319,0.85327,0.57061,0.95641,0.87701,0.000779948,0.000779948,0.000779948
45,245.74,0.71231,1.32002,0.90465,0.98691,0.97739,0.99329,0.85413,0.55867,0.97412,0.87156,0.000759318,0.000759318,0.000759318
46,250.239,0.6556,1.32018,0.89092,0.98691,0.97739,0.99329,0.85413,0.55867,0.97412,0.87156,0.000738689,0.000738689,0.000738689
47,256.011,0.65012,1.27415,0.85906,0.9967,0.98132,0.99292,0.86655,0.55345,0.95063,0.87684,0.00071806,0.00071806,0.00071806
48,260.72,0.72658,1.32384,0.90228,0.9967,0.98132,0.99292,0.86655,0.55345,0.95063,0.87684,0.000697431,0.000697431,0.000697431
49,266.037,0.62279,1.37668,0.87839,0.99551,0.96556,0.99224,0.84315,0.56902,0.94182,0.88301,0.000676802,0.000676802,0.000676802
50,270.767,0.64692,2.17865,0.87212,0.99551,0.96556,0.99224,0.84315,0.56902,0.94182,0.88301,0.000656173,0.000656173,0.000656173
51,276.104,0.72555,1.51307,0.94034,0.99601,0.96553,0.99162,0.85873,0.56374,0.93442,0.88227,0.000635544,0.000635544,0.000635544
52,280.208,0.6416,1.28176,0.88876,0.99601,0.96553,0.99162,0.85873,0.56374,0.93442,0.88227,0.000614915,0.000614915,0.000614915
53,285.703,0.67706,1.2138,0.88111,0.99648,0.97128,0.99134,0.8542,0.55499,0.94338,0.88021,0.000594286,0.000594286,0.000594286
54,289.816,0.58922,1.57603,0.86048,0.99648,0.97128,0.99134,0.8542,0.55499,0.94338,0.88021,0.000573656,0.000573656,0.000573656
55,294.692,0.65614,1.16618,0.8601,0.99754,0.96992,0.98989,0.85715,0.53936,0.96636,0.87499,0.000553027,0.000553027,0.000553027
56,299.206,0.71379,1.25407,0.85511,0.99754,0.96992,0.98989,0.85715,0.53936,0.96636,0.87499,0.000532398,0.000532398,0.000532398
57,304.428,0.65655,1.29158,0.85668,0.98975,0.9806,0.98894,0.86856,0.5322,0.97056,0.87084,0.000511769,0.000511769,0.000511769
58,308.491,0.62321,1.12126,0.87472,0.98975,0.9806,0.98894,0.86856,0.5322,0.97056,0.87084,0.00049114,0.00049114,0.00049114
59,313.39,0.57059,1.25985,0.85418,0.94315,0.96656,0.98404,0.86575,0.54948,0.94563,0.87034,0.000470511,0.000470511,0.000470511
60,318.137,0.63328,1.13961,0.8657,0.94315,0.96656,0.98404,0.86575,0.54948,0.94563,0.87034,0.000449882,0.000449882,0.000449882
61,323.716,0.71727,1.14345,0.88888,0.88142,0.98204,0.89956,0.7812,0.54526,0.96105,0.86529,0.000429253,0.000429253,0.000429253
62,327.895,0.65077,1.09424,0.8764,0.88142,0.98204,0.89956,0.7812,0.54526,0.96105,0.86529,0.000408623,0.000408623,0.000408623
63,332.857,0.6332,0.9918,0.86313,0.8579,0.98387,0.86707,0.74912,0.53516,0.96781,0.86095,0.000387994,0.000387994,0.000387994
64,336.662,0.51446,1.04445,0.84015,0.8579,0.98387,0.86707,0.74912,0.53516,0.96781,0.86095,0.000367365,0.000367365,0.000367365
65,341.84,0.63951,1.53997,0.87092,0.98326,0.96774,0.98882,0.86589,0.53663,0.87132,0.86175,0.000346736,0.000346736,0.000346736
66,345.787,0.64546,1.10212,0.85809,0.98326,0.96774,0.98882,0.86589,0.53663,0.87132,0.86175,0.000326107,0.000326107,0.000326107
67,350.723,0.58863,1.4746,0.88166,0.99329,0.98387,0.99057,0.86392,0.54245,0.86808,0.86379,0.000305478,0.000305478,0.000305478
68,355.094,0.67871,1.0239,0.85338,0.99329,0.98387,0.99057,0.86392,0.54245,0.86808,0.86379,0.000284849,0.000284849,0.000284849
69,360.335,0.55951,0.97343,0.85721,0.99443,0.98387,0.99057,0.86242,0.54456,0.85645,0.86266,0.00026422,0.00026422,0.00026422
70,365.055,0.60899,1.30921,0.85508,0.99443,0.98387,0.99057,0.86242,0.54456,0.85645,0.86266,0.00024359,0.00024359,0.00024359
71,370.108,0.58012,1.54492,0.836,0.997,0.98387,0.99134,0.86559,0.54602,0.86094,0.86574,0.000222961,0.000222961,0.000222961
72,374.347,0.54749,1.39775,0.84765,0.997,0.98387,0.99134,0.86559,0.54602,0.86094,0.86574,0.000202332,0.000202332,0.000202332
73,379.149,0.53134,3.93219,0.80438,0.99631,0.98312,0.99134,0.8613,0.54467,0.86101,0.86687,0.000181703,0.000181703,0.000181703
74,383.071,0.56061,1.32262,0.88826,0.99631,0.98312,0.99134,0.8613,0.54467,0.86101,0.86687,0.000161074,0.000161074,0.000161074
75,387.521,0.5915,1.28673,0.87312,0.9961,0.98387,0.99224,0.86173,0.53638,0.84805,0.86482,0.000140445,0.000140445,0.000140445
76,391.291,0.5098,1.68851,0.8424,0.9961,0.98387,0.99224,0.86173,0.53638,0.84805,0.86482,0.000119816,0.000119816,0.000119816
77,396.539,0.52842,1.32234,0.89451,0.99613,0.98387,0.99257,0.86985,0.52871,0.83991,0.86331,9.91865e-05,9.91865e-05,9.91865e-05
78,400.547,0.60854,1.35824,0.86725,0.99613,0.98387,0.99257,0.86985,0.52871,0.83991,0.86331,7.85574e-05,7.85574e-05,7.85574e-05
79,406.056,0.60877,1.27737,0.85766,0.99497,0.98387,0.99329,0.87134,0.5204,0.83897,0.86143,5.79283e-05,5.79283e-05,5.79283e-05
80,409.755,0.55628,1.23736,0.87416,0.99497,0.98387,0.99329,0.87134,0.5204,0.83897,0.86143,3.72991e-05,3.72991e-05,3.72991e-05
