epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,1077.6,0.77773,0.71069,0.94255,0.99867,0.5,0.5102,0.42962,0.9388,2.04141,0.98412,0.00116021,0.00116021,0.00116021
59,1094.67,0.86775,0.89516,1.01133,0.99878,0.5,0.50751,0.45309,0.81397,2.12732,0.95271,0.00115549,0.00115549,0.00115549
60,1111.77,0.84677,0.82581,1.02173,0.99898,0.5,0.51708,0.46998,0.7162,2.17218,0.9167,0.00115077,0.00115077,0.00115077
61,1128.94,0.76478,0.73066,0.94944,0.9991,0.5,0.50731,0.47955,0.67319,2.1115,0.92174,0.00114606,0.00114606,0.00114606
62,1145.62,0.74082,0.68267,0.93267,0.99866,0.5,0.50528,0.45563,0.67293,1.97218,0.89863,0.00114134,0.00114134,0.00114134
63,1162.46,0.74504,0.64239,0.95095,0.99831,0.5,0.50514,0.47533,0.57379,1.95855,0.87507,0.00113663,0.00113663,0.00113663
64,1179.43,0.7431,0.69112,0.96055,0.9987,0.5,0.50095,0.45991,0.709,2.11651,0.91354,0.00113191,0.00113191,0.00113191
65,1196.13,0.76862,0.60421,0.94752,0.99902,0.5,0.49873,0.46305,0.66051,2.21575,0.90288,0.0011272,0.0011272,0.0011272
66,1214.29,0.76823,0.69287,0.96789,0.99901,0.5,0.49922,0.42885,0.88457,2.1886,0.95695,0.00112248,0.00112248,0.00112248
67,1230.41,0.69365,0.60293,0.91923,0.99904,0.5,0.5,0.44554,0.78673,2.08615,0.93144,0.00111776,0.00111776,0.00111776
68,1246.69,0.81449,0.68724,0.97325,0.99921,0.5,0.49901,0.45233,0.69634,2.04912,0.90199,0.00111305,0.00111305,0.00111305
69,1262.69,0.81151,0.706,0.96847,1,0.49978,0.49967,0.47553,0.67244,2.14563,0.90989,0.00110833,0.00110833,0.00110833
70,1278.62,0.77906,0.71049,0.96614,0.99945,0.5,0.50017,0.4721,0.56079,2.05303,0.86606,0.00110362,0.00110362,0.00110362
71,1295.24,0.73088,0.64389,0.93299,0.99935,0.5,0.50056,0.46754,0.52305,2.08048,0.85244,0.0010989,0.0010989,0.0010989
72,1311.81,0.8255,0.72653,1.03341,0.9992,0.5,0.49907,0.4362,0.81335,2.29816,0.91085,0.00109419,0.00109419,0.00109419
73,1327.63,0.76331,0.70579,0.95305,0.99983,0.5,0.49926,0.45201,0.69602,2.32284,0.89189,0.00108947,0.00108947,0.00108947
74,1344.17,0.78173,0.68052,0.94968,0.4976,0.6087,0.50597,0.47353,0.57037,2.0935,0.86688,0.00108475,0.00108475,0.00108475
75,1359.6,0.72097,0.63737,0.93,0.99911,0.5,0.51143,0.45285,0.75426,1.94372,0.90845,0.00108004,0.00108004,0.00108004
76,1377.14,0.7872,0.68001,0.97522,0.99749,0.5,0.54696,0.50371,0.59424,1.84284,0.88489,0.00107532,0.00107532,0.00107532
77,1393.44,0.76665,0.67296,0.94631,0.99512,0.5,0.58088,0.5423,0.52546,1.86959,0.86717,0.00107061,0.00107061,0.00107061
78,1408.89,0.73313,0.75163,0.94711,0.99882,0.5,0.54486,0.49918,0.64129,2.05629,0.89997,0.00106589,0.00106589,0.00106589
79,1424.37,0.76802,0.65332,0.95092,0.99905,0.5,0.56145,0.51111,0.62001,2.02781,0.8941,0.00106118,0.00106118,0.00106118
80,1441.59,0.65461,0.63866,0.91332,0.99917,0.5,0.57716,0.54733,0.49098,1.85583,0.85163,0.00105646,0.00105646,0.00105646
81,1457.69,0.71591,0.62531,0.95425,0.99916,0.5,0.56969,0.52804,0.52994,1.90561,0.86244,0.00105174,0.00105174,0.00105174
82,1472.09,0.71888,0.66054,0.95615,1,0.49947,0.50218,0.47902,0.60301,1.99968,0.89052,0.00104703,0.00104703,0.00104703
83,1488.29,0.70011,0.63817,0.92384,1,0.49947,0.50053,0.48238,0.61356,2.04385,0.89334,0.00104231,0.00104231,0.00104231
84,1503.26,0.6643,0.58967,0.91177,0.99935,0.5,0.5138,0.46693,0.66589,1.91549,0.88973,0.0010376,0.0010376,0.0010376
85,1519.09,0.72853,0.64991,0.97792,0.99925,0.5,0.53106,0.47639,0.62731,1.79405,0.87884,0.00103288,0.00103288,0.00103288
86,1534.21,0.69977,0.64041,0.926,0.99965,0.5,0.58149,0.51729,0.60575,1.85447,0.89232,0.00102817,0.00102817,0.00102817
87,1548.86,0.68811,0.60698,0.92475,1,0.49951,0.5733,0.52382,0.57424,1.97745,0.87596,0.00102345,0.00102345,0.00102345
88,1563.7,0.73436,0.62352,0.92996,0.9998,0.5,0.5388,0.49389,0.55376,2.0079,0.86431,0.00101873,0.00101873,0.00101873
89,1579.3,0.6825,0.7449,0.92955,0.99949,0.5,0.51556,0.47377,0.611,1.94874,0.87236,0.00101402,0.00101402,0.00101402
90,1594.72,0.74351,0.67452,0.94968,0.9993,0.5,0.58773,0.53574,0.54369,1.83886,0.8589,0.0010093,0.0010093,0.0010093
91,1609.89,0.64649,0.57979,0.90581,0.99928,0.5,0.57568,0.53024,0.51612,1.80017,0.85651,0.00100459,0.00100459,0.00100459
92,1624.68,0.65071,0.59591,0.92041,0.99916,0.5,0.69467,0.60349,0.56837,1.74784,0.87481,0.000999871,0.000999871,0.000999871
93,1639.28,0.69129,0.68069,0.93207,0.99912,0.5,0.73899,0.64317,0.55718,1.81799,0.86477,0.000995156,0.000995156,0.000995156
94,1653.44,0.6788,0.61133,0.9044,0.99909,0.5,0.7127,0.59564,0.69699,1.94048,0.89111,0.00099044,0.00099044,0.00099044
95,1668.71,0.7306,0.68515,0.96707,0.99907,0.5,0.62282,0.52192,0.67261,1.84866,0.88571,0.000985724,0.000985724,0.000985724
96,1683.42,0.69404,0.70008,0.94544,0.99921,0.5,0.65095,0.59254,0.53094,1.77044,0.8543,0.000981008,0.000981008,0.000981008
97,1698.39,0.65072,0.61024,0.90994,0.45816,0.80435,0.74843,0.66033,0.57091,1.83954,0.86213,0.000976293,0.000976293,0.000976293
98,1712.71,0.66285,0.60439,0.93633,0.49358,0.8913,0.76185,0.60175,0.74577,2.04036,0.88429,0.000971577,0.000971577,0.000971577
99,1726.84,0.68313,0.58972,0.9203,0.60342,0.82609,0.74036,0.6016,0.63483,1.85665,0.8576,0.000966861,0.000966861,0.000966861
100,1742.9,0.67244,0.72167,0.9277,0.60219,0.78261,0.73317,0.63951,0.5599,1.63127,0.84721,0.000962146,0.000962146,0.000962146
101,1757.49,0.6377,0.61064,0.89907,0.59962,0.80435,0.69557,0.60333,0.56911,1.59997,0.85335,0.00095743,0.00095743,0.00095743
102,1772.68,0.62461,0.58486,0.91747,0.52685,0.84783,0.69319,0.61292,0.4927,1.69298,0.84271,0.000952714,0.000952714,0.000952714
103,1787.86,0.6381,0.61828,0.90353,0.4895,0.67391,0.58922,0.53706,0.49485,1.8282,0.84154,0.000947999,0.000947999,0.000947999
104,1802.91,0.64722,0.64321,0.91736,0.9999,0.5,0.50591,0.48232,0.44536,1.85945,0.83504,0.000943283,0.000943283,0.000943283
105,1818.19,0.60439,0.55008,0.89039,0.99925,0.5,0.50876,0.48229,0.48643,1.88869,0.83927,0.000938567,0.000938567,0.000938567
106,1832.57,0.61008,0.60374,0.9173,0.99911,0.5,0.53436,0.47679,0.62624,2.05949,0.86742,0.000933851,0.000933851,0.000933851
107,1847.21,0.64037,0.55624,0.90627,0.9991,0.5,0.52958,0.48539,0.54342,2.03461,0.84824,0.000929136,0.000929136,0.000929136
108,1863.78,0.66754,0.62241,0.9445,0.5343,0.63043,0.57146,0.52708,0.56168,1.77374,0.86697,0.00092442,0.00092442,0.00092442
